Id,LivingArea1stFlrSF,LivingArea2ndFlrSF,BathroomFullTotal,BathroomHalfTotal,Bedrooms,Fireplaces,GarageAreaSF,GarageCars,GarageYrBlt,LivingAreaTotalSF,KitchenAbvGr,LotAreaSF,LotFrontageFeet,MiscVal,MoSold,Porch3SeasonSF,PorchEnclosedSF,PorchOpenSF,PorchScreenSF,SalePrice,BsmtTotalSF,YearBuilt,YearRemodAdd,YrSold,BuildingAreaTotalSF,OtherRooms,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasonryVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,MasonryVnr,WoodDeck,Pool,MSSubClass,OverallCond
277,1560,0,2,0,3,0,573,2,2003.0,1560,1,9196,129.0,0,4,0,0,150,0,201000,1560,2003,2003,2010,3120,4,RL,IR1,Inside,Mitchel,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,20,5
278,864,0,1,0,2,0,400,2,1951.0,864,1,19138,140.0,0,6,0,0,0,0,141000,864,1951,1951,2010,1728,2,RL,Reg,Corner,Gilbert,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
279,2121,0,2,1,3,1,732,3,2007.0,2121,1,14450,107.0,0,5,0,0,98,142,415298,2121,2006,2007,2007,4242,5,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,New,Partial,Y,Y,N,20,5
280,1156,866,2,1,4,1,505,2,1977.0,2022,1,10005,83.0,0,3,0,0,117,0,192000,1160,1977,1977,2008,3182,4,RL,Reg,Inside,ClearCr,Norm,1Fam,2Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
281,1175,807,2,1,3,1,575,2,1989.0,1982,1,11287,82.0,0,1,196,0,84,0,228500,807,1989,1989,2007,2789,4,RL,Reg,Inside,SawyerW,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,N,N,60,6
282,1262,0,2,0,2,0,572,2,2006.0,1262,1,7200,60.0,0,5,0,0,120,0,185000,1262,2006,2006,2006,2524,3,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,Y,N,N,20,5
283,1314,0,3,0,2,1,626,2,2008.0,1314,1,5063,34.0,0,4,0,0,62,0,207500,1314,2007,2008,2009,2628,4,RL,Reg,Inside,NridgHt,Norm,Twnhs,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,ConLw,Normal,Y,Y,N,120,5
284,1468,0,2,0,3,1,898,3,2008.0,1468,1,9612,74.0,0,12,0,0,150,0,244600,1468,2008,2009,2009,2936,3,RL,Reg,Inside,Somerst,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,Y,Y,N,20,5
285,1575,0,3,0,2,0,529,2,1992.0,1575,1,8012,50.0,0,7,0,52,0,0,179200,1575,1992,1992,2007,3150,3,RL,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,120,5
286,625,625,2,1,2,0,528,2,2006.0,1250,1,4251,35.0,0,6,0,0,54,0,164700,625,2006,2007,2007,1875,3,FV,IR1,Inside,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Detchd,RFn,Y,New,Partial,N,N,N,160,5
287,1085,649,1,1,3,1,440,2,1962.0,1734,1,9786,77.0,0,6,0,0,0,128,159000,912,1962,1981,2006,2646,4,RL,IR1,Inside,NAmes,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,50,7
288,858,0,1,0,3,0,0,0,1979.0,858,1,8125,70.0,0,6,0,0,0,0,88000,858,1971,1971,2006,1716,2,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,4
289,900,0,1,0,3,0,280,1,1970.0,900,1,9819,70.0,0,2,0,0,0,0,122000,882,1967,1967,2010,1782,2,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,20,5
290,698,698,1,0,3,0,384,1,2003.0,1396,1,8730,60.0,0,7,0,0,0,259,153575,698,1915,2003,2007,2094,4,RL,Reg,Inside,BrkSide,RRAn,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Ex,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,70,7
291,1079,840,2,1,3,1,685,2,2006.0,1919,1,15611,120.0,0,7,0,0,51,0,233230,1079,2006,2006,2006,2998,5,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,N,N,N,60,5
292,936,780,3,0,6,0,0,0,1979.0,1716,1,5687,55.0,0,3,0,0,184,0,135900,780,1912,2000,2008,2496,3,RL,Reg,Inside,SWISU,Norm,2fmCon,2Story,Gable,VinylSd,VinylSd,None,TA,Fa,PConc,TA,Fa,No,Rec,Ex,N,SBrkr,Fa,Attchd,Unf,N,WD,Normal,N,N,N,190,6
293,1148,568,1,1,3,1,281,1,1949.0,1716,1,11409,60.0,0,1,0,0,0,160,131000,768,1949,2008,2009,2484,5,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,50,4
294,1468,795,3,1,3,1,539,2,1977.0,2263,1,16659,70.0,0,3,0,0,250,0,235000,795,1977,1994,2006,3058,6,RL,IR1,Corner,NWAmes,PosA,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Fa,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,N,N,60,7
295,1644,0,2,0,3,2,418,2,1953.0,1644,1,9600,80.0,0,10,0,0,0,0,167000,1416,1953,1953,2009,3060,4,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
296,1003,0,2,0,3,0,588,2,1984.0,1003,1,7937,37.0,0,3,0,0,0,0,142500,1003,1984,1984,2006,2006,3,RL,IR1,CulDSac,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,GLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,Y,N,80,6
297,910,648,1,1,4,0,282,1,1950.0,1558,1,13710,75.0,0,6,0,0,0,0,152000,910,1950,1950,2007,2468,2,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,FuseA,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,50,5
298,975,975,2,1,3,1,576,2,1997.0,1950,1,7399,66.0,0,6,0,0,10,198,239000,975,1997,1998,2007,2925,4,FV,IR1,Inside,Somerst,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Ex,Y,SBrkr,Gd,Detchd,RFn,Y,WD,Normal,Y,N,N,60,5
299,1041,702,1,3,3,1,539,2,1968.0,1743,1,11700,90.0,0,6,0,0,0,0,175000,702,1968,1968,2007,2445,4,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,Mansard,HdBoard,AsphShn,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,60,6
300,1152,0,1,1,3,1,300,1,1950.0,1152,1,14000,80.0,0,8,0,0,36,0,158500,1092,1950,2004,2009,2244,3,RL,Reg,Inside,Crawfor,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Family,N,N,N,20,8
301,1336,0,2,0,2,2,375,1,1953.0,1336,1,15750,90.0,0,6,0,0,0,0,157000,1165,1953,1953,2006,2501,3,RL,Reg,Corner,Crawfor,Norm,2fmCon,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,190,5
302,1210,1242,2,1,4,1,683,2,1998.0,2452,1,16226,66.0,0,5,0,0,50,0,267000,1028,1998,1999,2007,3480,5,RL,IR3,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,N,Y,N,60,5
303,1541,0,2,0,3,1,843,3,2001.0,1541,1,13704,118.0,0,1,0,0,81,0,205000,1541,2001,2002,2006,3082,3,RL,IR1,Corner,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
304,894,0,2,0,3,0,552,2,1975.0,894,1,9800,70.0,0,7,0,0,0,0,149900,894,1972,1972,2006,1788,2,RL,Reg,Corner,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Abnorml,N,Y,N,20,7
306,2000,0,3,0,3,0,888,3,2004.0,2000,1,10386,80.0,0,7,0,0,0,0,305900,2000,2004,2005,2007,4000,5,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
307,1122,1121,3,1,4,1,746,3,1990.0,2243,1,13474,116.0,0,6,0,224,44,0,225000,700,1990,1991,2007,2943,4,RL,Reg,Inside,SawyerW,Feedr,1Fam,2Story,Gable,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
308,1035,371,1,0,3,0,0,0,1979.0,1406,1,7920,70.0,0,3,0,0,144,0,89500,319,1920,1950,2008,1725,3,RM,IR1,Inside,IDOTRR,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,TA,Y,FuseA,Fa,Attchd,Unf,N,WD,Normal,N,N,N,50,7
309,861,0,1,0,1,0,539,2,1961.0,861,1,12342,70.0,0,3,0,0,0,0,82500,861,1940,1950,2009,1722,3,RL,IR1,Inside,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,Y,N,30,5
310,1944,0,3,0,3,3,708,3,2003.0,1944,1,12378,90.0,0,11,0,0,175,0,360000,1896,2003,2004,2006,3840,5,RL,IR1,Inside,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Normal,N,Y,N,20,5
311,697,804,2,1,3,1,420,2,1993.0,1501,1,7685,70.0,0,5,0,0,63,0,165600,697,1993,1994,2006,2198,3,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
312,972,0,2,0,2,1,240,1,1948.0,972,1,8000,50.0,0,5,0,0,0,0,132000,972,1948,2002,2009,1944,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,6
313,793,325,2,0,3,1,410,2,1939.0,1118,1,7800,65.0,0,5,0,0,0,271,119900,793,1939,1950,2006,1911,2,RM,Reg,Inside,OldTown,Artery,2fmCon,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Mn,Rec,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,190,7
314,2036,0,4,0,3,2,513,2,1965.0,2036,1,215245,150.0,0,6,0,0,0,0,375000,2136,1965,1965,2009,4172,5,RL,IR3,Inside,Timber,Norm,1Fam,1Story,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,5
315,832,809,1,2,3,1,546,2,1925.0,1641,1,9600,60.0,0,8,0,234,0,0,178000,728,1925,1990,2006,2369,3,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Gd,No,LwQ,Ex,Y,SBrkr,Ex,Detchd,Unf,Y,WD,Normal,N,N,N,70,7
316,716,716,3,1,3,1,432,2,2004.0,1432,1,7795,71.0,0,7,0,0,51,0,188500,716,2004,2005,2009,2148,3,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
317,1153,1200,3,1,4,1,484,2,1983.0,2353,1,13005,94.0,0,8,0,0,195,0,260000,845,1980,1980,2009,3198,6,RL,IR1,Corner,NWAmes,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,TA,Y,SBrkr,Ex,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,7
318,1088,871,2,1,3,1,1025,3,2006.0,1959,1,9000,75.0,0,12,0,0,46,0,270000,1088,2006,2006,2007,3047,5,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
319,1372,1274,3,1,4,1,656,3,1993.0,2646,1,9900,90.0,0,4,0,144,60,0,260000,1347,1993,1993,2009,3993,5,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
320,1472,0,3,0,3,2,588,2,1980.0,1472,1,14115,70.0,0,6,0,0,48,0,187500,1372,1980,1980,2009,2844,3,RL,Reg,Inside,NWAmes,Norm,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,80,5
321,1249,1347,3,1,4,0,840,3,2006.0,2596,1,16259,111.0,0,9,0,0,154,0,342643,1249,2006,2006,2006,3845,5,RL,Reg,Corner,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,Y,Y,N,60,5
322,1136,1332,3,1,4,1,872,3,2004.0,2468,1,12099,99.0,0,6,0,0,154,0,354000,1136,2004,2004,2007,3604,6,RL,IR1,Inside,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,60,5
323,1553,1177,3,1,4,1,576,2,1987.0,2730,1,10380,86.0,0,8,0,0,96,0,301000,1502,1986,1987,2007,4232,4,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,Gd,LwQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
324,1163,0,2,0,3,0,220,1,1955.0,1163,1,5820,49.0,0,7,0,0,98,0,126175,1162,1955,2005,2006,2325,3,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,8
325,1898,1080,2,1,5,1,564,2,1961.0,2978,1,11275,96.0,0,6,0,0,0,0,242000,710,1967,2007,2010,3688,6,RL,Reg,Corner,NAmes,PosN,1Fam,SLvl,Mansard,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,80,7
326,803,0,1,0,2,0,360,2,1941.0,803,1,5000,50.0,0,12,0,244,0,0,87000,720,1941,1950,2007,1523,3,RM,Reg,Inside,IDOTRR,RRAe,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Po,N,FuseF,TA,Detchd,Unf,Y,WD,Normal,N,N,N,45,6
327,1719,0,3,1,1,2,473,2,1993.0,1719,1,10846,32.0,0,5,0,0,30,0,324000,1719,1993,1993,2008,3438,5,RL,IR1,CulDSac,Veenker,Norm,TwnhsE,1Story,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,Con,Normal,N,Y,N,120,5
328,1383,0,1,1,3,0,292,1,1960.0,1383,1,11600,80.0,0,4,0,0,45,0,145250,1383,1960,1960,2006,2766,4,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,20,5
329,1445,689,2,0,5,0,441,2,1930.0,2134,1,11888,70.0,0,7,0,268,60,0,214500,844,1916,1994,2009,2978,5,RL,IR1,Inside,BrkSide,PosN,1Fam,2.5Unf,Gable,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Gd,N,FuseA,Gd,Detchd,Unf,Y,WD,Normal,N,N,N,75,6
330,596,596,1,0,3,0,189,1,1920.0,1192,1,6402,60.0,0,7,0,137,0,0,78000,596,1920,1950,2009,1788,3,RM,Reg,Corner,IDOTRR,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,Mn,Unf,TA,N,SBrkr,TA,Detchd,Unf,N,WD,Normal,N,N,N,70,5
331,1728,0,2,1,6,0,352,1,2002.0,1728,2,10624,70.0,0,11,0,0,0,0,119000,1728,1964,1964,2007,3456,4,RL,IR1,Inside,NAmes,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,Y,N,90,4
332,1056,0,2,0,3,0,308,1,1958.0,1056,1,8176,70.0,0,8,0,0,0,0,139000,1056,1958,1992,2007,2112,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Fa,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,6
334,1358,0,3,0,2,1,484,2,2004.0,1358,1,8198,59.0,0,7,0,0,30,0,207000,1358,2004,2004,2008,2716,4,RM,Reg,FR3,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,120,5
335,943,695,3,1,3,2,472,2,1998.0,1638,1,9042,59.0,0,7,0,0,38,0,192000,943,1998,1998,2008,2581,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
336,1619,167,4,0,3,2,529,2,1965.0,1786,1,164660,70.0,700,8,0,0,0,0,228950,1499,1965,1965,2008,3285,4,RL,IR1,Corner,Timber,Norm,2fmCon,1.5Fin,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,Y,N,190,6
337,1922,0,3,0,3,1,676,3,2005.0,1922,1,14157,86.0,0,7,0,0,51,0,377426,1922,2005,2006,2007,3844,5,RL,IR1,Corner,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
338,1536,0,3,0,3,0,532,2,2002.0,1536,1,9135,70.0,0,12,0,0,74,0,214000,1536,2002,2003,2008,3072,4,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
339,1621,0,3,0,3,0,440,2,1984.0,1621,1,14145,91.0,400,5,0,0,45,0,202500,1208,1984,1998,2006,2829,5,RL,Reg,Corner,NWAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,20,7
340,1215,0,1,0,3,0,297,1,1958.0,1215,1,12400,66.0,0,6,0,0,0,234,155000,1215,1958,1998,2009,2430,3,RL,IR1,Inside,NAmes,Feedr,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,TA,Y,FuseA,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,20,7
341,993,915,2,1,4,0,431,2,2002.0,1908,1,14191,85.0,0,4,0,0,0,0,202900,967,2002,2002,2010,2875,5,RL,Reg,Inside,Timber,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
342,841,0,1,0,2,0,294,1,1950.0,841,1,8400,60.0,0,9,0,24,0,0,82000,721,1950,1950,2009,1562,2,RH,Reg,Inside,SawyerW,Feedr,1Fam,1Story,Gable,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Gd,Y,SBrkr,TA,CarPort,Unf,N,WD,Normal,N,Y,N,20,4
343,1040,0,2,0,2,0,400,2,1949.0,1040,2,8544,70.0,0,5,0,0,0,0,87500,0,1949,1950,2006,1040,4,RL,Reg,Inside,NAmes,Norm,Duplex,1Story,Gable,Stucco,Stucco,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Fa,N,FuseA,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,90,4
344,1684,0,2,0,2,1,564,2,2005.0,1684,1,8849,63.0,0,7,0,0,72,0,266000,1684,2005,2005,2008,3368,4,RL,IR1,Inside,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Attchd,RFn,Y,WD,Normal,Y,Y,N,120,5
345,536,576,1,1,3,0,336,1,1976.0,1112,1,2592,36.0,0,4,0,0,0,0,85000,536,1976,1976,2010,1648,1,RM,Reg,Inside,MeadowV,Norm,TwnhsE,2Story,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,160,3
346,972,605,1,0,3,1,312,1,1939.0,1577,1,6435,65.0,0,10,0,0,0,0,140200,972,1939,1950,2006,2549,3,RL,Reg,Inside,BrkSide,RRAn,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Gd,Y,SBrkr,Fa,Detchd,Unf,Y,WD,Normal,N,N,N,50,5
347,958,0,1,0,2,0,301,1,1960.0,958,1,12772,70.0,15500,4,0,0,0,0,151500,958,1960,1998,2007,1916,3,RL,IR1,CulDSac,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,8
348,1478,0,3,0,3,2,498,2,1960.0,1478,1,17600,70.0,0,12,0,0,40,0,157500,1478,1960,1960,2009,2956,3,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Ex,Y,FuseA,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,20,5
349,764,862,3,1,2,0,474,2,2003.0,1626,1,2448,36.0,0,10,0,0,27,0,154000,764,2003,2004,2008,2390,4,RL,Reg,Inside,NridgHt,Norm,Twnhs,2Story,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,RFn,Y,WD,Normal,Y,N,N,160,5
